ID,Subject Code,Subject Name,Grade,Credits
21031A0101,R2031011,STRUCTURAL ANALYSIS,ABSENT,0
21031A0101,R203105F,DATA STRUCTURES,F,0
21031A0105,R2031011,STRUCTURAL ANALYSIS,F,0
21031A0105,R203105F,DATA STRUCTURES,E,3
21031A0108,R2031011,STRUCTURAL ANALYSIS,D,3
21031A0108,R203105F,DATA STRUCTURES,E,3
21031A0116,R2031011,STRUCTURAL ANALYSIS,F,0
21031A0116,R2031013,GEOTECHNICAL ENGINEERING-1,F,0
21031A0116,R203105F,DATA STRUCTURES,F,0
21031A0119,R2031013,GEOTECHNICAL ENGINEERING-1,ABSENT,0
21031A0119,R203105F,DATA STRUCTURES,F,0
21031A0120,R2031011,STRUCTURAL ANALYSIS,D,3
21031A0120,R203105F,DATA STRUCTURES,F,0
21031A0201,R2031021,POWER SYSTEMS-II,F,0
21031A0201,R2031022,POWER ELECTRONICS,F,0
21031A0201,R2031023,CONTROL SYSTEMS,F,0
21031A0201,R203102B,UTILIZATION OF ELECTRICAL ENERGY,F,0
21031A0201,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,F,0
21031A0202,R2031021,POWER SYSTEMS-II,D,3
21031A0202,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,C,3
21031A0203,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,C,3
21031A0204,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,F,0
21031A0207,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,D,3
21031A0208,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,C,3
21031A0209,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,C,3
21031A0210,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,D,3
21031A0212,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,D,3
21031A0213,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,C,3
21031A0214,R2031021,POWER SYSTEMS-II,D,3
21031A0214,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,C,3
21031A0215,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,D,3
21031A0216,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,C,3
21031A0217,R2031021,POWER SYSTEMS-II,F,0
21031A0217,R2031023,CONTROL SYSTEMS,F,0
21031A0217,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,F,0
21031A0218,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,D,3
21031A0221,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,C,3
21031A0222,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,C,3
21031A0223,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,C,3
21031A0225,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,E,3
21031A0226,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,C,3
21031A0227,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,D,3
21031A0229,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,C,3
21031A0230,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,D,3
21031A0232,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,D,3
21031A0233,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,D,3
21031A0234,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,C,3
21031A0236,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,C,3
21031A0237,R203105G,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,C,3
21031A0302,R2031031,THERMAL ENGINEERING-II,F,0
